"label","id","genus","species","species_reference","lifestyle","habitat_reference","terrane","country","province","locality","site","siteN","type_locality","latitude","longitude","elevation","SIA","BDNF","NXC1","CYTB","ND4","tiplabsite","label_clean","oldgenus","gensp","reference","fontface","outgroup","gcol"
"BPBM19265_Mantophryne_cf__lateralis_4","BPBM19265","Mantophryne","cf. lateralis.4","","terrestrial","","epct","Papua New Guinea","Central Province","Mt. Obree Massif","Laronu",41,"",-9.44387,147.98383,880,"MZ634613","MZ634849","MZ635084","MZ635321","MZ647765","BPBM19265-Mantophryne_cf._lateralis.4-Laronu-Mt._Obree_Massif","BPBM19265 Mantophryne cf. lateralis.4","Mantophryne","Mantophryne cf. lateralis.4",FALSE,"italic",FALSE,"#ffd8b1"
"BPBM33763_Oreophryne_anamiatoi","BPBM33763","Oreophryne","anamiatoi","Kraus & Allison 2009","arboreal","Kraus & Allison 2009","fold","Papua New Guinea","Southern Highlands Province","Mt. Itukua","Tangi",11,"type locality",-5.66954,142.62334,2177,"MZ634614","MZ634850","MZ635085","MZ635322","MZ647766","BPBM33763-Oreophryne_A_anamiatoi-Tangi-Mt._Itukua","BPBM33763 Oreophryne anamiatoi","Oreophryne A","Oreophryne anamiatoi",FALSE,"italic",FALSE,"#0059FF"
"BPBM18392_Cophixalus_cheesmanae_complex_sp_1","BPBM18392","Cophixalus","cheesmanae complex sp.1","Parker 1934","terrestrial","","epct","Papua New Guinea","Morobe Province","Mt. Shungol","Camp 1",25,"",-6.81625,146.6915333,750,"MZ634626","MZ634862","MZ635097","MZ635334","MZ647778","BPBM18392-Cophixalus_cheesmanae_complex_sp.1-Camp_1-Mt._Shungol","BPBM18392 Cophixalus cheesmanae complex sp.1","Cophixalus","Cophixalus cheesmanae complex sp.1",FALSE,"italic",FALSE,"#6FFF00"
"BPBM39244_Oreophryne_sp_3","BPBM39244","Oreophryne","sp.3","","arboreal","","epct","Papua New Guinea","Milne Bay Province","Mt. Dayman Foothills","Binigua Site 2",51,"",-9.70712,149.24985,900,"MZ634616","MZ634852","MZ635087","MZ635324","MZ647768","BPBM39244-Oreophryne_A_sp.3-Binigua_Site_2-Mt._Dayman_Foothills","BPBM39244 Oreophryne sp.3","Oreophryne A","Oreophryne sp.3",FALSE,"italic",FALSE,"#0059FF"
"BPBM22689_Oreophryne_cf__cameroni","BPBM22689","Oreophryne","cf. cameroni","Kraus 2013","arboreal","","accreted","Papua New Guinea","West Sepik Province","Torricelli Mts.","Camp 1",10,"",-3.3908514,142.5297297,625,"MZ634617","MZ634853","MZ635088","MZ635325","MZ647769","BPBM22689-Oreophryne_A_cf._cameroni-Camp_1-Torricelli_Mts.","BPBM22689 Oreophryne cf. cameroni","Oreophryne A","Oreophryne cf. cameroni",FALSE,"italic",FALSE,"#0059FF"
"BPBM18430_Cophixalus_albolineatus","BPBM18430","Cophixalus","albolineatus","Kraus 2012","terrestrial","Kraus 2012","epct","Papua New Guinea","Morobe Province","Mt. Shungol","Camp 1",25,"type locality",-6.81625,146.6915333,750,"MZ634618","MZ634854","MZ635089","MZ635326","MZ647770","BPBM18430-Cophixalus_albolineatus-Camp_1-Mt._Shungol","BPBM18430 Cophixalus albolineatus","Cophixalus","Cophixalus albolineatus",FALSE,"italic",FALSE,"#6FFF00"
"BPBM38988_Auparoparo_sp_4","BPBM38988","Auparoparo","sp.4","","arboreal","","epct","Papua New Guinea","Milne Bay Province","Suckling Dayman Dome","Site 1",48,"",-9.75802,149.18218,NA,"MZ634619","MZ634855","MZ635090","MZ635327","MZ647771","BPBM38988-Oreophryne_B_sp.4-Site_1-Suckling_Dayman_Dome","BPBM38988 Auparoparo sp.4","Oreophryne B","Auparoparo sp.4",FALSE,"italic",FALSE,"#000075"
"BPBM33707_Cophixalus_caverniphilus","BPBM33707","Cophixalus","caverniphilus","Kraus & Allison 2009","terrestrial","Kraus & Allison 2009","fold","Papua New Guinea","Southern Highlands Province","Mt. Itukua","Tangi",11,"",-5.66954,142.62334,2177,"MZ634620","MZ634856","MZ635091","MZ635328","MZ647772","BPBM33707-Cophixalus_caverniphilus-Tangi-Mt._Itukua","BPBM33707 Cophixalus caverniphilus","Cophixalus","Cophixalus caverniphilus",FALSE,"italic",FALSE,"#6FFF00"
"BPBM39991_Choerophryne_bryonopsis","BPBM39991","Choerophryne","bryonopsis","Kraus 2013","scansorial","Kraus 2013","epct","Papua New Guinea","Oro Province","Mt. Trafalgar","Camp 2",47,"holotype",-9.19056,149.16113,1045,"MZ634621","MZ634857","MZ635092","MZ635329","MZ647773","BPBM39991-Choerophryne_bryonopsis-Camp_2-Mt._Trafalgar","BPBM39991 Choerophryne bryonopsis","Choerophryne","Choerophryne bryonopsis",FALSE,"italic",FALSE,"#B1FF00"
"BPBM39631_Hylophorbus_cf__rufescens_7","BPBM39631","Hylophorbus","cf. rufescens.7","","terrestrial","","epct","Papua New Guinea","Milne Bay Province","Mt. Dayman Foothills","Binigua Site 2",51,"",-9.70712,149.24985,900,"MZ634622","MZ634858","MZ635093","MZ635330","MZ647774","BPBM39631-Hylophorbus_cf._rufescens.7-Binigua_Site_2-Mt._Dayman_Foothills","BPBM39631 Hylophorbus cf. rufescens.7","Hylophorbus","Hylophorbus cf. rufescens.7",FALSE,"italic",FALSE,"#00FF59"
"BPBM19320_Cophixalus_nexipus","BPBM19320","Cophixalus","nexipus","Kraus 2012","scansorial","Kraus 2012","epct","Papua New Guinea","Central Province","Mt. Obree","Camp 2",43,"type locality",-9.4601449,148.0304268,1920,"MZ634623","MZ634859","MZ635094","MZ635331","MZ647775","BPBM19320-Cophixalus_nexipus-Camp_2-Mt._Obree","BPBM19320 Cophixalus nexipus","Cophixalus","Cophixalus nexipus",FALSE,"italic",FALSE,"#6FFF00"
"BPBM37122_Callulops_sp_1","BPBM37122","Callulops","sp.1","","fossorial","","epct","Papua New Guinea","Oro Province","Mt. Victory","Camp 1",45,"",-9.22479,149.10623,530,"MZ634624","MZ634860","MZ635095","MZ635332","MZ647776","BPBM37122-Callulops_sp.1-Camp_1-Mt._Victory","BPBM37122 Callulops sp.1","Callulops","Callulops sp.1",FALSE,"italic",FALSE,"#F4FF00"
"BPBM34724_Hylophorbus_atrifasciatus","BPBM34724","Hylophorbus","atrifasciatus","Kraus 2013","terrestrial","Kraus 2013","accreted","Papua New Guinea","East Sepik Province","Torricelli Mts.","Mindangua Stream",16,"",-3.60565,143.49212,410,"MZ634625","MZ634861","MZ635096","MZ635333","MZ647777","BPBM34724-Hylophorbus_atrifasciatus-Mindangua_Stream-Torricelli_Mts.","BPBM34724 Hylophorbus atrifasciatus","Hylophorbus","Hylophorbus atrifasciatus",FALSE,"italic",FALSE,"#00FF59"
"BPBM18429_Cophixalus_albolineatus","BPBM18429","Cophixalus","albolineatus","Kraus 2012","terrestrial","Kraus 2012","epct","Papua New Guinea","Morobe Province","Mt. Shungol","Camp 1",25,"type locality",-6.81625,146.6915333,750,"MZ634637","MZ634873","MZ635108","MZ635345","MZ647789","BPBM18429-Cophixalus_albolineatus-Camp_1-Mt._Shungol","BPBM18429 Cophixalus albolineatus","Cophixalus","Cophixalus albolineatus",FALSE,"italic",FALSE,"#6FFF00"
"BPBM39929_Liophryne_miniafia","BPBM39929","Liophryne","miniafia","Kraus 2014","fossorial","Kraus 2014","epct","Papua New Guinea","Oro Province","Mt. Trafalgar","Camp 2",47,"holotype",-9.19056,149.16113,1045,"MZ634627","MZ634863","MZ635098","MZ635335","MZ647779","BPBM39929-Liophryne_miniafia-Camp_2-Mt._Trafalgar","BPBM39929 Liophryne miniafia","Liophryne","Liophryne miniafia",FALSE,"italic",FALSE,"#00FF9B"
"BPBM35866_Hylophorbus_cf__rufescens_15","BPBM35866","Hylophorbus","cf. rufescens.15","","terrestrial","","accreted","Papua New Guinea","Madang Province","Adelbert Mts.","Keki Lodge",21,"",-4.70485,145.40418,854,"MZ634628","MZ634864","MZ635099","MZ635336","MZ647780","BPBM35866-Hylophorbus_cf._rufescens.15-Keki_Lodge-Adelbert_Mts.","BPBM35866 Hylophorbus cf. rufescens.15","Hylophorbus","Hylophorbus cf. rufescens.15",FALSE,"italic",FALSE,"#00FF59"
"BPBM17959_Cophixalus_sp_4","BPBM17959","Cophixalus","sp.4","","terrestrial","","epct","Papua New Guinea","Milne Bay Province","Mt. Simpson Massif","Bunisi",54,"",-10.029,149.595,1540,"MZ634629","MZ634865","MZ635100","MZ635337","MZ647781","BPBM17959-Cophixalus_sp.4-Bunisi-Mt._Simpson_Massif","BPBM17959 Cophixalus sp.4","Cophixalus","Cophixalus sp.4",FALSE,"italic",FALSE,"#6FFF00"
"BPBM40000_Austrochaperina_A_sp_2","BPBM40000","Austrochaperina A","sp.2","","terrestrial","","epct","Papua New Guinea","Oro Province","Mt. Trafalgar","Camp 2",47,"",-9.19056,149.16113,833,"MZ634630","MZ634866","MZ635101","MZ635338","MZ647782","BPBM40000-Austrochaperina_A_sp.2-Camp_2-Mt._Trafalgar","BPBM40000 Austrochaperina A sp.2","Austrochaperina A","Austrochaperina A sp.2",FALSE,"italic",FALSE,"#FF8500"
"BPBM19277_Cophixalus_iovaorum","BPBM19277","Cophixalus","iovaorum","Kraus & Allison 2009","terrestrial","","epct","Papua New Guinea","Central Province","Mt. Obree","Siruohu",42,"type locality",-9.44467,148.00923,1660,"MZ634631","MZ634867","MZ635102","MZ635339","MZ647783","BPBM19277-Cophixalus_iovaorum-Siruohu-Mt._Obree","BPBM19277 Cophixalus iovaorum","Cophixalus","Cophixalus iovaorum",FALSE,"italic",FALSE,"#6FFF00"
"BPBM19338_Hylophorbus_cf__rufescens_10","BPBM19338","Hylophorbus","cf. rufescens.10","","terrestrial","","epct","Papua New Guinea","Central Province","Mt. Obree","Siruohu",42,"",-9.4456521,148.0063578,1610,"MZ634632","MZ634868","MZ635103","MZ635340","MZ647784","BPBM19338-Hylophorbus_cf._rufescens.10-Siruohu-Mt._Obree","BPBM19338 Hylophorbus cf. rufescens.10","Hylophorbus","Hylophorbus cf. rufescens.10",FALSE,"italic",FALSE,"#00FF59"
"BPBM37232_Hylophorbus_cf__rufescens_3","BPBM37232","Hylophorbus","cf. rufescens.3","","terrestrial","","epct","Papua New Guinea","Oro Province","Mt. Victory","Camp 1",45,"",-9.22479,149.10623,530,"MZ634633","MZ634869","MZ635104","MZ635341","MZ647785","BPBM37232-Hylophorbus_cf._rufescens.3-Camp_1-Mt._Victory","BPBM37232 Hylophorbus cf. rufescens.3","Hylophorbus","Hylophorbus cf. rufescens.3",FALSE,"italic",FALSE,"#00FF59"
"BPBM38914_Barygenys_maculata","BPBM38914","Barygenys","maculata","Menzies & Tyler 1977","fossorial","Menzies & Tyler 1977","epct","Papua New Guinea","Milne Bay Province","Mt. Dayman Foothills","Binigua Site 2",51,"",-9.70714,149.24281,1161,"MZ634634","MZ634870","MZ635105","MZ635342","MZ647786","BPBM38914-Barygenys_maculata-Binigua_Site_2-Mt._Dayman_Foothills","BPBM38914 Barygenys maculata","Barygenys","Barygenys maculata",FALSE,"italic",FALSE,"#FFC800"
"BPBM19371_Oreophryne_sp_4","BPBM19371","Oreophryne","sp.4","","arboreal","","epct","Papua New Guinea","Central Province","Mt. Obree","Siruohu",42,"",-9.4433876,148.0081743,1600,"MZ634635","MZ634871","MZ635106","MZ635343","MZ647787","BPBM19371-Oreophryne_A_sp.4-Siruohu-Mt._Obree","BPBM19371 Oreophryne sp.4","Oreophryne A","Oreophryne sp.4",FALSE,"italic",FALSE,"#0059FF"
"BPBM33749_Hylophorbus_richardsi","BPBM33749","Hylophorbus","richardsi","Gunther 2001","terrestrial","","fold","Papua New Guinea","Southern Highlands Province","Mt. Itukua","Tangi",11,"",-5.66681,142.61625,2351,"MZ634636","MZ634872","MZ635107","MZ635344","MZ647788","BPBM33749-Hylophorbus_richardsi-Tangi-Mt._Itukua","BPBM33749 Hylophorbus richardsi","Hylophorbus","Hylophorbus richardsi",FALSE,"italic",FALSE,"#00FF59"
"BPBM15814_Cophixalus_variabilis_complex_sp_2","BPBM15814","Cophixalus","variabilis complex sp.2","Kraus & Allison 2006","scansorial","","epct","Papua New Guinea","Milne Bay Province","Owen Stanley Mts.","Wailahabahaba Creek",55,"",-10.2826166,150.1548,602.5,"MZ634648","MZ634884","MZ635119","MZ635356","MZ647799","BPBM15814-Cophixalus_variabilis_complex_sp.2-Wailahabahaba_Creek-Owen_Stanley_Mts.","BPBM15814 Cophixalus variabilis complex sp.2","Cophixalus","Cophixalus variabilis complex sp.2",FALSE,"italic",FALSE,"#6FFF00"
"BPBM33664_Choerophryne_darlingtoni_complex_sp_2","BPBM33664","Choerophryne","darlingtoni complex sp.2","Peloso et al. 2016","scansorial","","fold","Papua New Guinea","Southern Highlands Province","Mt. Itukua","Tangi",11,"",-5.66954,142.62334,2177,"MZ634638","MZ634874","MZ635109","MZ635346","MZ647790","BPBM33664-Choerophryne_darlingtoni_complex_sp.2-Tangi-Mt._Itukua","BPBM33664 Choerophryne darlingtoni complex sp.2","Choerophryne","Choerophryne darlingtoni complex sp.2",FALSE,"italic",FALSE,"#B1FF00"
"BPBM34679_Choerophryne_proboscidea","BPBM34679","Choerophryne","proboscidea","Van Kampen 1914","scansorial","AA field notes","accreted","Papua New Guinea","East Sepik Province","Torricelli Mts.","Mindangua Stream",16,"",-3.60565,143.49212,410,"MZ634639","MZ634875","MZ635110","MZ635347","MZ647791","BPBM34679-Choerophryne_proboscidea-Mindangua_Stream-Torricelli_Mts.","BPBM34679 Choerophryne proboscidea","Choerophryne","Choerophryne proboscidea",TRUE,"bold.italic",FALSE,"#B1FF00"
"BPBM20538_Auparoparo_sp_3","BPBM20538","Auparoparo","sp.3","","arboreal","","rossel","Papua New Guinea","Milne Bay Province","Rossel Island","Mt. Rossel",75,"",-11.35552,154.22459,720,"MZ634640","MZ634876","MZ635111","MZ635348","MZ647792","BPBM20538-Oreophryne_B_sp.3-Mt._Rossel-Rossel_Island","BPBM20538 Auparoparo sp.3","Oreophryne B","Auparoparo sp.3",FALSE,"italic",FALSE,"#000075"
"BPBM19314_Cophixalus_ateles","BPBM19314","Cophixalus","ateles","Parker 1934","scansorial","Menzies 2006","epct","Papua New Guinea","Central Province","Mt. Obree","Camp 2",43,"",-9.4583333,148.0272479,1870,"MZ634641","MZ634877","MZ635112","MZ635349","MZ647793","BPBM19314-Cophixalus_ateles-Camp_2-Mt._Obree","BPBM19314 Cophixalus ateles","Cophixalus","Cophixalus ateles",FALSE,"italic",FALSE,"#6FFF00"
"BPBM38992_Oreophryne_sp_2","BPBM38992","Oreophryne","sp.2","","arboreal","","epct","Papua New Guinea","Milne Bay Province","Mt. Dayman Foothills","Binigua Site 2",51,"",-9.70712,149.24985,900,"MZ634642","MZ634878","MZ635113","MZ635350","MZ647794","BPBM38992-Oreophryne_A_sp.2-Binigua_Site_2-Mt._Dayman_Foothills","BPBM38992 Oreophryne sp.2","Oreophryne A","Oreophryne sp.2",FALSE,"italic",FALSE,"#0059FF"
"BPBM39510_Auparoparo_phoebe","BPBM39510","Auparoparo","phoebe","Kraus 2017","arboreal","Kraus 2017","woodlark","Papua New Guinea","Milne Bay Province","Woodlark Island","Bomagai",69,"type locality",-9.12165,152.74862,67,"MZ634643","MZ634879","MZ635114","MZ635351","MZ647795","BPBM39510-Oreophryne_B_phoebe-Bomagai-Woodlark_Island","BPBM39510 Auparoparo phoebe","Oreophryne B","Auparoparo phoebe",FALSE,"italic",FALSE,"#000075"
"BPBM37718_Cophixalus_clapporum","BPBM37718","Cophixalus","clapporum","Kraus 2012","scansorial","Kraus 2012","woodlark","Papua New Guinea","Milne Bay Province","Woodlark Island","Bomagai",69,"type locality",-9.12165,152.74862,67,"MZ634644","MZ634880","MZ635115","MZ635352","","BPBM37718-Cophixalus_clapporum-Bomagai-Woodlark_Island","BPBM37718 Cophixalus clapporum","Cophixalus","Cophixalus clapporum",FALSE,"italic",FALSE,"#6FFF00"
"BPBM39344_Auparoparo_sp_4","BPBM39344","Auparoparo","sp.4","","arboreal","","epct","Papua New Guinea","Milne Bay Province","Suckling Dayman Dome","Site 1",48,"",-9.75802,149.18218,NA,"MZ634645","MZ634881","MZ635116","MZ635353","MZ647796","BPBM39344-Oreophryne_B_sp.4-Site_1-Suckling_Dayman_Dome","BPBM39344 Auparoparo sp.4","Oreophryne B","Auparoparo sp.4",FALSE,"italic",FALSE,"#000075"
"BPBM38904_Barygenys_apodasta","BPBM38904","Barygenys","apodasta","Kraus 2013","fossorial","Kraus 2013","woodlark","Papua New Guinea","Milne Bay Province","Woodlark Island","Bomagai",69,"type locality",-9.12165,152.74862,67,"MZ634646","MZ634882","MZ635117","MZ635354","MZ647797","BPBM38904-Barygenys_apodasta-Bomagai-Woodlark_Island","BPBM38904 Barygenys apodasta","Barygenys","Barygenys apodasta",FALSE,"italic",FALSE,"#FFC800"
"BPBM20126_Barygenys_aff__exsul_1","BPBM20126","Barygenys","aff. exsul.1","Zweifel 1963","fossorial","Kohler & Gunther 2008","sudest","Papua New Guinea","Milne Bay Province","Sudest Island","Mt. Rio",71,"",-11.50402,153.42995,604,"MZ634647","MZ634883","MZ635118","MZ635355","MZ647798","BPBM20126-Barygenys_aff._exsul.1-Mt._Rio-Sudest_Island","BPBM20126 Barygenys aff. exsul.1","Barygenys","Barygenys aff. exsul.1",FALSE,"italic",FALSE,"#FFC800"
"BPBM27491_Cophixalus_verrucosus_complex_sp_3","BPBM27491","Cophixalus","verrucosus complex sp.3","Parker 1934","scansorial","MB field notes","epct","Papua New Guinea","Central Province","Mt. Boribori","Heuberovo Camp",36,"",-9.39575,147.5699,600,"MZ634659","MZ634895","MZ635130","MZ635367","MZ647810","BPBM27491-Cophixalus_verrucosus_complex_sp.3-Heuberovo_Camp-Mt._Boribori","BPBM27491 Cophixalus verrucosus complex sp.3","Cophixalus","Cophixalus verrucosus complex sp.3",FALSE,"italic",FALSE,"#6FFF00"
"BPBM15708_Cophixalus_desticans_complex_sp_2","BPBM15708","Cophixalus","desticans complex sp.2","Kraus & Allison 2009","terrestrial","","epct","Papua New Guinea","Milne Bay Province","Owen Stanley Mts.","Tarp Camp",56,"",-10.2806306,150.1721461,430,"MZ634649","MZ634885","MZ635120","MZ635357","MZ647800","BPBM15708-Cophixalus_desticans_complex_sp.2-Tarp_Camp-Owen_Stanley_Mts.","BPBM15708 Cophixalus desticans complex sp.2","Cophixalus","Cophixalus desticans complex sp.2",FALSE,"italic",FALSE,"#6FFF00"
"BPBM33674_Oreophryne_notata","BPBM33674","Oreophryne","notata","Zweifel 2003","arboreal","Zweifel 2003","fold","Papua New Guinea","Southern Highlands Province","Mt. Itukua","Tangi",11,"",-5.66954,142.62334,2177,"MZ634650","MZ634886","MZ635121","MZ635358","MZ647801","BPBM33674-Oreophryne_A_notata-Tangi-Mt._Itukua","BPBM33674 Oreophryne notata","Oreophryne A","Oreophryne notata",FALSE,"italic",FALSE,"#0059FF"
"BPBM35692_Hylophorbus_cf__proekes","BPBM35692","Hylophorbus","cf. proekes","","terrestrial","","accreted","Papua New Guinea","Madang Province","Adelbert Mts.","Keki Lodge",21,"",-4.70485,145.40418,854,"MZ634651","MZ634887","MZ635122","MZ635359","MZ647802","BPBM35692-Hylophorbus_cf._proekes-Keki_Lodge-Adelbert_Mts.","BPBM35692 Hylophorbus cf. proekes","Hylophorbus","Hylophorbus cf. proekes",FALSE,"italic",FALSE,"#00FF59"
"BPBM20141_Callulops_doriae_complex_sp_2","BPBM20141","Callulops","doriae complex sp.2","Boulenger 1888","fossorial","","epct","Papua New Guinea","Milne Bay Province","Owen Stanley Mts.","Garden Camp",57,"",-10.2850666,150.1821666,330,"MZ634652","MZ634888","MZ635123","MZ635360","MZ647803","BPBM20141-Callulops_doriae_complex_sp.2-Garden_Camp-Owen_Stanley_Mts.","BPBM20141 Callulops doriae complex sp.2","Callulops","Callulops doriae complex sp.2",FALSE,"italic",FALSE,"#F4FF00"
"BPBM17048_Hylophorbus_cf__rufescens_11","BPBM17048","Hylophorbus","cf. rufescens.11","","terrestrial","","misima","Papua New Guinea","Milne Bay Province","Misima Island","Bwaga Bwaga ridge",68,"",-10.674,152.683,460,"MZ634653","MZ634889","MZ635124","MZ635361","MZ647804","BPBM17048-Hylophorbus_cf._rufescens.11-Bwaga_Bwaga_ridge-Misima_Island","BPBM17048 Hylophorbus cf. rufescens.11","Hylophorbus","Hylophorbus cf. rufescens.11",FALSE,"italic",FALSE,"#00FF59"
"BPBM18509_Oreophryne_lemur","BPBM18509","Oreophryne","lemur","Kraus 2016","arboreal","Kraus 2016","epct","Papua New Guinea","Central Province","Ivane Valley","Woitape",33,"type locality",-8.45682,147.26199,1620,"MZ634654","MZ634890","MZ635125","MZ635362","MZ647805","BPBM18509-Oreophryne_A_lemur-Woitape-Ivane_Valley","BPBM18509 Oreophryne lemur","Oreophryne A","Oreophryne lemur",FALSE,"italic",FALSE,"#0059FF"
"BPBM33780_Xenorhina_parkerorum","BPBM33780","Xenorhina","parkerorum","Zweifel 1972","fossorial","","fold","Papua New Guinea","Southern Highlands Province","Mt. Itukua","Top House",13,"",-5.65915,142.63538,1910,"MZ634655","MZ634891","MZ635126","MZ635363","MZ647806","BPBM33780-Xenorhina_parkerorum-Top_House-Mt._Itukua","BPBM33780 Xenorhina parkerorum","Xenorhina","Xenorhina parkerorum",FALSE,"italic",FALSE,"#964B00"
"BPBM15259_Barygenys_resima","BPBM15259","Barygenys","resima","Kraus 2013","fossorial","Kraus 2013","epct","Papua New Guinea","Milne Bay Province","Pini Range","Duabo",59,"",-10.4184333,150.3068333,300,"MZ634656","MZ634892","MZ635127","MZ635364","MZ647807","BPBM15259-Barygenys_resima-Duabo-Pini_Range","BPBM15259 Barygenys resima","Barygenys","Barygenys resima",FALSE,"italic",FALSE,"#FFC800"
"BPBM20501_Auparoparo_meliades","BPBM20501","Auparoparo","meliades","Kraus 2016","arboreal","Kraus 2016","sudest","Papua New Guinea","Milne Bay Province","Sudest Island","Araeda",72,"type locality",-11.43624,153.43008,10.5,"MZ634657","MZ634893","MZ635128","MZ635365","MZ647808","BPBM20501-Oreophryne_B_meliades-Araeda-Sudest_Island","BPBM20501 Auparoparo meliades","Oreophryne B","Auparoparo meliades",FALSE,"italic",FALSE,"#000075"
"BPBM35986_Hylophorbus_cf__rufescens_17","BPBM35986","Hylophorbus","cf. rufescens.17","","terrestrial","","accreted","Papua New Guinea","East Sepik Province","Torricelli Mts.","Mindangua Stream",16,"",-3.60565,143.49212,410,"MZ634658","MZ634894","MZ635129","MZ635366","MZ647809","BPBM35986-Hylophorbus_cf._rufescens.17-Mindangua_Stream-Torricelli_Mts.","BPBM35986 Hylophorbus cf. rufescens.17","Hylophorbus","Hylophorbus cf. rufescens.17",FALSE,"italic",FALSE,"#00FF59"
"BPBM18605_Copiula_fistulans","BPBM18605","Copiula","fistulans","Menzies & Tyler 1977","fossorial","Menzies & Tyler 1977","epct","Papua New Guinea","Morobe Province","Mt. Shungol","Camp 1",25,"",-6.81625,146.6915333,750,"MZ634669","MZ634905","MZ635140","MZ635377","MZ647820","BPBM18605-Copiula_fistulans-Camp_1-Mt._Shungol","BPBM18605 Copiula fistulans","Copiula","Copiula fistulans",FALSE,"italic",FALSE,"#66C2A5"
"BPBM15775_Auparoparo_equus","BPBM15775","Auparoparo","equus","Kraus 2016","arboreal","Kraus 2016","epct","Papua New Guinea","Milne Bay Province","Cloudy Mts.","Upaelisafupi Stream",58,"type locality",-10.4970833,150.2329666,715,"MZ634660","MZ634896","MZ635131","MZ635368","MZ647811","BPBM15775-Oreophryne_B_equus-Upaelisafupi_Stream-Cloudy_Mts.","BPBM15775 Auparoparo equus","Oreophryne B","Auparoparo equus",FALSE,"italic",FALSE,"#000075"
"BPBM15410_Mantophryne_cf__lateralis_2","BPBM15410","Mantophryne","cf. lateralis.2","","terrestrial","","epct","Papua New Guinea","Milne Bay Province","Cloudy Mts.","Upaelisafupi Stream",58,"",-10.4970833,150.2329666,715,"MZ634661","MZ634897","MZ635132","MZ635369","MZ647812","BPBM15410-Mantophryne_cf._lateralis.2-Upaelisafupi_Stream-Cloudy_Mts.","BPBM15410 Mantophryne cf. lateralis.2","Mantophryne","Mantophryne cf. lateralis.2",FALSE,"italic",FALSE,"#ffd8b1"
"BPBM39366_Oreophryne_sp_5","BPBM39366","Oreophryne","sp.5","","arboreal","","epct","Papua New Guinea","Milne Bay Province","Mt. Dayman Foothills","Biniguni Bunua",49,"",-9.76505,149.21764,NA,"MZ634662","MZ634898","MZ635133","MZ635370","MZ647813","BPBM39366-Oreophryne_A_sp.5-Biniguni_Bunua-Mt._Dayman_Foothills","BPBM39366 Oreophryne sp.5","Oreophryne A","Oreophryne sp.5",FALSE,"italic",FALSE,"#0059FF"
"BPBM15707_Cophixalus_sp_5","BPBM15707","Cophixalus","sp.5","","terrestrial","","epct","Papua New Guinea","Milne Bay Province","Owen Stanley Mts.","Wailahabahaba Creek",55,"",-10.2826166,150.1548,602.5,"MZ634664","MZ634900","MZ635135","MZ635372","MZ647815","BPBM15707-Cophixalus_sp.5-Wailahabahaba_Creek-Owen_Stanley_Mts.","BPBM15707 Cophixalus sp.5","Cophixalus","Cophixalus sp.5",FALSE,"italic",FALSE,"#6FFF00"
"BPBM35735_Austrochaperina_B_sp_3","BPBM35735","Austrochaperina B","sp.3","","terrestrial","","accreted","Papua New Guinea","East Sepik Province","Torricelli Mts.","Mindangua Stream",16,"",-3.60565,143.49212,410,"MZ634665","MZ634901","MZ635136","MZ635373","MZ647816","BPBM35735-Austrochaperina_B_sp.3-Mindangua_Stream-Torricelli_Mts.","BPBM35735 Austrochaperina B sp.3","Austrochaperina B","Austrochaperina B sp.3",FALSE,"italic",FALSE,"#f88379"
"TNHC58922_Auparoparo_variabilis","TNHC58922","Auparoparo","variabilis","Van Kampen 1923","arboreal","","notpng","Indonesia","Sulawesi","Celebes Island, Sulawesi","Mt. Lompo Battang",119.931667,"",-5.346667,119.931667,NA,"MZ634666","MZ634902","MZ635137","MZ635374","MZ647817","TNHC58922-Oreophryne_B_variabilis-Mt._Lompo_Battang-Celebes_Island,_Sulawesi","TNHC58922 Auparoparo variabilis","Oreophryne B","Auparoparo variabilis",FALSE,"italic",FALSE,"#000075"
"CMNH1366_Oreophryne_anulata","CMNH1366","Oreophryne","anulata","Parker 1934","arboreal","","notpng","Philippines","Mindanao","Mindanao Island, Philippines","Mt. Apo",78,"type locality",6.9875,125.270833,NA,"MZ634667","MZ634903","MZ635138","MZ635375","MZ647818","CMNH1366-Oreophryne_A_anulata-Mt._Apo-Mindanao_Island,_Philippines","CMNH1366 Oreophryne anulata","Oreophryne A","Oreophryne anulata",FALSE,"italic",FALSE,"#0059FF"
"KU321316_Oreophryne_nana","KU321316","Oreophryne","nana","Brown & Alcala 1967","scansorial","","notpng","Philippines","Zamboanga","Western Mindanao, Philippines","Camiguin Sur Island",79,"type locality",9.17,124.72,NA,"MZ634668","MZ634904","MZ635139","MZ635376","MZ647819","KU321316-Oreophryne_A_nana-Camiguin_Sur_Island-Western_Mindanao,_Philippines","KU321316 Oreophryne nana","Oreophryne A","Oreophryne nana",FALSE,"italic",FALSE,"#0059FF"
"BPBM17084_Copiula_oxyrhina","BPBM17084","Copiula","oxyrhina","Mehely 1901","terrestrial","cannot find","misima","Papua New Guinea","Milne Bay Province","Misima Island","Bwaga Bwaga ridge",68,"near type locality/ St. Aignan I. [Misima I.] (AoW)",-10.674,152.683,460,"MZ634674","MZ634910","MZ635145","MZ635382","MZ647825","BPBM17084-Copiula_oxyrhina-Bwaga_Bwaga_ridge-Misima_Island","BPBM17084 Copiula oxyrhina","Copiula","Copiula oxyrhina",TRUE,"bold.italic",FALSE,"#66C2A5"
